소속,직위,성명,본인과의 관계,재산 구분,재산의 종류,소재지 면적 등 권리의 명세,종전가액(천원),증가액(천원),감소액(천원),현재가액(천원),변동사유
국회,국회의원,김태선,모,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,김태선,총 계,고지거부 및 등록제외사항,,,"567,431","176,858","-25,906","770,195","증감액: 202,764천원 (가액변동: -1,550천원)"
국회,국회의원,김태호,모,토지,대지,경상남도 거창군 가조면 일부리 1279번지 269.05㎡,"37,075",242,0,"37,317",가액변동
국회,국회의원,김태호,모,토지,도로,경상남도 거창군 가조면 일부리 630-6번지 11.00㎡,242,2,0,244,가액변동
국회,국회의원,김태호,모,토지,도로,경상남도 거창군 가조면 일부리 630-7번지 4.00㎡,88,1,0,89,가액변동
국회,국회의원,김태호,모,토지,전,경상남도 거창군 가조면 일부리 665번지 172.00㎡,"7,482",52,0,"7,534",가액변동
국회,국회의원,김태호,본인,건물,아파트,서울특별시 종로구 무악동 인왕산아이파크 건물 114.93㎡,"946,000","3,000",0,"949,000",가액변동
국회,국회의원,김태호,본인,건물,사무실(전세(임 차)권),"경상남도 양산시 평산동 2층 대지 1,715.10㎡ 건물 183.60㎡","10,000",0,0,"10,000",변동없음
국회,국회의원,김태호,배우자,건물,아파트(전세(임 차)권),경상남도 양산시 삼호동 웅상신도시 푸르지오 건물 84.96㎡,"60,000",0,0,"60,000",변동없음
국회,국회의원,김태호,모,건물,단독주택,경상남도 거창군 가조면 일부리 대지 680.00㎡ 건물 96.00㎡,"50,700",0,900,"49,800",가액변동
국회,국회의원,김태호,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2017년식 그랜저IG 배기량(3,300cc)","7,995",0,35,"7,960",가액변동
국회,국회의원,김태호,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2021년식 쏘나타 배기량(1,999cc)","8,705",0,320,"8,385",가액변동
국회,국회의원,김태호,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2023년식 카니발 배기량(2,200cc)","4,003",0,0,"4,003",변동없음
국회,국회의원,김태호,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2017년식 그랜저IG 배기량(3,300cc)","7,995",0,35,"7,960",가액변동
국회,국회의원,김태호,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2021년식 쏘나타 배기량(1,999cc)","8,705",0,320,"8,385",가액변동
국회,국회의원,김태호,본인,예금,,"DB손해보험(주) 1(6,590 감소), 경남은행 1,144(817 감소), 국민은행 5,980(90 증가), 농협은행 14,986(5,349 증가), 중소기업은행 2,161(398 증가)","25,842","5,837","7,407","24,272","저축예금, 대출상환, 생활비 지출, 연금보험 개시 등"
국회,국회의원,김태호,배우자,예금,,"농협생명보험 15,849(1,320 증가), 농협중앙회 308(7,813 감소), 삼성생명보험 51,667(995 증가), 삼성화재해상보험 810(360 증가), 새마을금고중앙회 548(37 증가), 신용협동조합중앙회 0(34 감소), 신한라이프생명보험 4,627(4,627 증가), 한화생명보험주식회사 47,349","121,666","7,343","7,851","121,158",
국회,국회의원,김태호,모,예금,,"농협중앙회 20,593(2,309 증가)","18,284","4,118","1,809","20,593",
국회,국회의원,김태호,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"경남은행 41,436(25,399 감소)","66,835",0,"25,399","41,436","후원회 기부금, 의정활동으로 인한 변동"
국회,국회의원,김태호,본인,채권,,사인간채권,"400,000",0,0,"400,000",변동없음
국회,국회의원,김태호,본인,채무,,사인간채무,"173,000",0,0,"173,000",변동없음
국회,국회의원,김태호,본인,채무,금융채무,"중소기업은행 67,624(62,800 감소)","130,424",0,"62,800","67,624",급여로 채무 상환
국회,국회의원,김태호,장남,고지거부 및 등록제외사항,,고지거부,"161,457",0,"161,457",0,독립생계유지
국회,국회의원,김태호,총 계,고지거부 및 등록제외사항,,,"1,639,650","20,595","142,733","1,517,512","증감액: -122,138천원 (가액변동: 1,687천원)"
국회,국회의원,김한규,본인,토지,임야,"제주특별자치도 제주시 도남동 477번지 1,088.00㎡","26,112",0,544,"25,568",공시가격 감소
국회,국회의원,김한규,본인,건물,아파트,서울특별시 강남구 대치동 한보미도맨션2 건물 126.33㎡,"2,197,000","307,000",0,"2,504,000",공시가격 상승
국회,국회의원,김한규,본인,건물,사무실(전세(임 차)권),제주특별자치도 제주시 일도이동 대동빌딩 2층 건물 238.00㎡,"5,000",0,0,"5,000",
국회,국회의원,김한규,본인,건물,단독주택(전세( 임차)권),제주특별자치도 제주시 오등동 대지 430.43㎡ 중 215.21㎡ 건물 83.43㎡ 중 41.71㎡,"145,000",0,0,"145,000",
국회,국회의원,김한규,배우자,건물,단독주택(전세( 임차)권),제주특별자치도 제주시 오등동 대지 430.43㎡ 중 215.21㎡ 건물 83.43㎡ 중 41.71㎡,"145,000",0,0,"145,000",
국회,국회의원,김한규,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,2024년식 Model3RWD 배기량(173cc),"54,749",0,"12,029","42,720",감가상각
국회,국회의원,김한규,본인,예금,,"(주)KEB하나은행 5,277(6,009 감소), 농협은행 32,821(3,785 증가), 메리츠화재해상보험(보험) 10,313(942 증가), 삼성증권 721,107(83,069 증가), 우리투자증권 399,908(180,202 증가), 주식회사 카카오뱅크 28(250 감소), 토스뱅크(주) 39, 한국투자증권 35","907,789","341,201","79,462","1,169,528",펀드 평가금액 증가
국회,국회의원,김한규,배우자,예금,,"(주)KEB하나은행 4,785(2,465 증가), KB증권 10(95 감소), 메리츠화재해상보험(보험) 7,719(924 증가), 삼성증권 374,686(125,985 증가), 신한은행 1,460(10 증가), 우리은행 47,765(5,686 증가), 우리투자증권 2,148,385(356,481 증가), 한국투자증권 0(33,863 감소)","2,127,217","493,041","35,448","2,584,810",펀드 평가금액 증가
국회,국회의원,김한규,장녀,예금,,"(주)KEB하나은행 3, 국민은행 3,866(1,200 증가), 미래에셋증권 50,859(8,245 증가)","45,283","9,445",0,"54,728",
국회,국회의원,김한규,차녀,예금,,"국민은행 4,737(965 증가), 미래에셋증권 50,094(8,120 증가)","45,746","9,085",0,"54,831",
국회,국회의원,김한규,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 2,492(15,421 감소)","17,913",0,"15,421","2,492",정치자금 잔액 감소
국회,국회의원,김한규,배우자,증권,상장주식,테슬라 3주(3주 증가),0,"1,956",0,"1,956",신규 취득
국회,국회의원,김한규,배우자,증권,기타(채권),외화RP 0주,0,"33,832",0,"33,832",
국회,국회의원,김한규,본인,채권,,기타 증가,0,"52,200",0,"52,200",신고항목 변경(출자지분에서 채권으로)
국회,국회의원,김한규,배우자,채권,,기타 증가,0,"37,200",0,"37,200",신고항목 변경(출자지분에서 채권으로)
국회,국회의원,김한규,본인,회원권,콘도미니엄,소노호텔&리조트,"19,000",0,0,"19,000",
국회,국회의원,김한규,본인,합명·합자·유한회사 출자지분,출자,"DVAC 56호 개인투자조합, 출자가액: 0천원(15,000천원 감소), 지분비율: 0%(5.68% 감소), 연간매출액: 0천원","15,000",0,"15,000",0,신고항목 변경(출자지분에서 채권으로)
국회,국회의원,김한규,본인,합명·합자·유한회사 출자지분,출자,"DVAC 64호 개인투자조합, 출자가액: 0천원(15,000천원 감소), 지분비율: 0%(1.94% 감소), 연간매출액: 30천원","15,000",0,"15,000",0,신고항목 변경(출자지분에서 채권으로)
국회,국회의원,김한규,본인,합명·합자·유한회사 출자지분,출자,"리벤처스 TP 2호 조합, 출자가액: 0천원(30,000천원 감소), 지분비율: 0%(8.75% 감소), 연간매출액: 7천원","30,000",0,"30,000",0,신고항목 변경(출자지분에서 채권으로)
국회,국회의원,김한규,배우자,합명·합자·유한회사 출자지분,출자,"DVAC 64호 개인투자조합, 출자가액: 0천원(15,000천원 감소), 지분비율: 0%(1.94% 감소), 연간매출액: 30천원","15,000",0,"15,000",0,신고항목 변경(출자지분에서 채권으로)
국회,국회의원,김한규,배우자,합명·합자·유한회사 출자지분,출자,"리벤처스 TP 2호 조합, 출자가액: 0천원(30,000천원 감소), 지분비율: 0%(8.75% 감소), 연간매출액: 7천원","30,000",0,"30,000",0,신고항목 변경(출자지분에서 채권으로)
국회,국회의원,김한규,모,고지거부 및 등록제외사항,,등록제외,0,0,0,0,사망
국회,국회의원,김한규,총 계,고지거부 및 등록제외사항,,,"5,840,809","1,284,960","247,904","6,877,865","증감액: 1,037,056천원 (가액변동: 294,427천원)"
국회,국회의원,김현,본인,건물,아파트,경기도 안산시 상록구 성포동 안산파크푸르지오 건물 84.52㎡,"760,000",0,0,"760,000",
국회,국회의원,김현,본인,건물,사무실(전세(임 차)권),경기도 안산시 상록구 월피동 다농마트 대지 265.35㎡ 건물 265.35㎡,"10,000",0,0,"10,000",
국회,국회의원,김현,장녀,건물,오피스텔(전세( 임차)권),서울특별시 서초구 서초동 서초 어반하이 오피스텔 건물 19.30㎡,"220,000",0,0,"220,000",
국회,국회의원,김현,본인,예금,,"교보생명보험 23,530(10,085 증가), 농협은행 14,346(5,839 감소), 삼성생명보험 4,290, 스탠다드차타드은행 32,539(15,619 증가), 신용협동조합중앙회 302(2 증가), 우체국 80,730(8,711 증가), 한화생명보험주식회사 23,723(10,453 감소)","161,335","34,417","16,292","179,460","급여 저축, 보험료 납입, 생활비 사용 등"
국회,국회의원,김현,장녀,예금,,"(주)KEB하나은행 99, (주)카카오페이증권 205(355 감소), 교보생명보험 5,590(2,691 증가), 신한라이프생명보험 300(300 증가), 신한은행 12,063(1,665 증가), 신한투자증권 208(208 증가), 주식회사 카카오뱅크 4(1 증가), 케이뱅크 100(100 증가), 토스뱅크(주) 3,103(1,089 감소), 토스증권(주) 2(1 감소)","18,154","5,972","2,452","21,674",
국회,국회의원,김현,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 154,608(114,276 증가)","40,332","114,276",0,"154,608",정치후원금 입금에 따른 증가
국회,국회의원,김현,본인,채무,금융채무,"스탠다드차타드은행 203,625(73,803 감소)","277,428",0,"73,803","203,625",채무 상환
국회,국회의원,김현,장녀,채무,금융채무,"신한은행 163,216(864 감소)","164,080",0,864,"163,216",채무 상환
국회,국회의원,김현,총 계,채무,,,"768,313","154,665","-55,923","978,901","증감액: 210,588천원 (가액변동: 0천원)"
국회,국회의원,김현정,본인,건물,아파트,서울특별시 성동구 하왕십리동 텐즈힐 건물 84.88㎡ 중 42.44㎡,"478,000","73,000",0,"551,000",가액변동
국회,국회의원,김현정,본인,건물,아파트(전세(임 차)권),경기도 평택시 용이동 평택비전에듀포레푸르지오 건물 73.81㎡,"270,000",0,0,"270,000",
국회,국회의원,김현정,본인,건물,사무실(전세(임 차)권),"경기도 평택시 비전동 에이치탑5 대지 1,316.50㎡ 건물 154.98㎡","20,000",0,0,"20,000",
국회,국회의원,김현정,배우자,건물,아파트,서울특별시 성동구 하왕십리동 텐즈힐 건물 84.88㎡ 중 42.44㎡,"478,000","73,000",0,"551,000",가액변동
국회,국회의원,김현정,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2022년식 K5하이브리드(3세대) 배기량(1,999cc)","22,000",0,"4,460","17,540",가액변동
국회,국회의원,김현정,본인,예금,,"(주)KEB하나은행 5, KB증권 2, 국민은행 20,240(5,237 증가), 농협은행 1,377(4,015 감소), 메트라이프생명보험 2,688, 미래에셋증권 616,407(48,759 증가), 신용협동조합중앙회 59(2 증가), 신한은행 241,469(936 감소), 유안타증권 27(1 증가), 한국투자증권 928,698(129,963 증가), 한화생명보험주식회사 11,000(11,000 증가), 현대해상화재보험 5,501(1,759 감소)","1,639,221","241,669","53,417","1,827,473",급여 저축 및 생활비 지출
국회,국회의원,김현정,배우자,예금,,"(주)카카오페이증권 0(50 감소), 국민은행 222,491(1,016 증가), 스탠다드차타드은행 0(37,747 감소), 신용협동조합중앙회 51, 신한은행 6,188(40,809 감소), 우리은행 5, 한국투자증권 308,473(102,780 증가), 한화생명보험주식회사 100,000","612,018","505,455","480,265","637,208",급여 저축 및 생활비 지출
국회,국회의원,김현정,장남,예금,,"(주)KEB하나은행 1, 국민은행 2,261(1,328 증가), 신한은행 660, 신한투자증권 2,661(70 증가), 우리은행 411(499 감소), 한화생명보험주식회사 845(845 증가)","5,095","2,372",628,"6,839",
국회,국회의원,김현정,차남,예금,,"(주)KEB하나은행 33(33 증가), 국민은행 733(2,357 감소), 신한은행 660, 업비트 2,968(2,968 증가), 한화생명보험주식회사 778(778 증가)","3,750","3,779","2,357","5,172",
국회,국회의원,김현정,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 241,882(130,797 증가)","111,085","130,797",0,"241,882",의정활동
국회,국회의원,김현정,장남,증권,상장주식,"MGM리조츠인터내셔널 2주, 삼성전자 10주, 삼화콘덴서 11주, 애플 3주, 테슬라 3.9주","4,355",955,0,"5,310",주가 변동
국회,국회의원,김현정,본인,채무,건물임대채무,서울특별시 성동구 하왕십리동 텐즈힐 임대보증금,"200,000",0,0,"200,000",
국회,국회의원,김현정,배우자,채무,건물임대채무,서울특별시 성동구 하왕십리동 텐즈힐 임대보증금,"200,000",0,0,"200,000",
국회,국회의원,김현정,차남,가상자산,,"리플 0개(261.10859886개 감소), 비트코인 0개(0.00756461개 감소)","1,853",0,"1,853",0,전량 매도
국회,국회의원,김현정,총 계,가상자산,,,"3,245,377","1,031,027","542,980","3,733,424","증감액: 488,047천원 (가액변동: 142,495천원)"
국회,국회의원,김형동,부,토지,전,"경상북도 영주시 풍기읍 전구리 769번지 2,939.00㎡","30,860",587,0,"31,447",가액변동
국회,국회의원,김형동,부,토지,전,"경상북도 봉화군 명호면 관창리 261번지 5,468.00㎡","50,032",382,0,"50,414",가액변동
국회,국회의원,김형동,부,토지,전,"경상북도 안동시 상아동 331번지 1,547.00㎡","18,719",463,0,"19,182",가액변동
국회,국회의원,김형동,본인,건물,아파트,경기도 고양시 일산서구 주엽동 문촌마을 건물 134.97㎡,"520,000",0,0,"520,000",가액변동없음
국회,국회의원,김형동,본인,건물,단독주택,서울특별시 종로구 옥인동 대지 199.00㎡ 건물 287.00㎡,"1,710,763",0,0,"1,710,763",가액변동없음
국회,국회의원,김형동,부,건물,단독주택,경상북도 안동시 당북동 대지 182.00㎡ 건물 135.60㎡,"70,400",900,0,"71,300",가액변동
국회,국회의원,김형동,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2017년식 그랜저IG 배기량(2,999cc)","8,462",0,"1,324","7,138",가액변동
국회,국회의원,김형동,부,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2010년식 YF소나타 배기량(1,998cc)","2,370",0,510,"1,860",가액변동
국회,국회의원,김형동,본인,예금,,"(주)투게더앱스 38(38 증가), 국민은행 365, 농협은행 6,129(24 감소), 농협중앙회 57(1 감소),","110,253","8,705",252,"118,706",급여저축 등
국회,국회의원,김형동,본인,예금,,"메리츠화재해상보험(보험) 8,001(1,044 증가), 수협은행 0(8 감소), 수협중앙회 70,850(4,800 증가), 신용협동조합중앙회 50, 신한은행 9,748(1,099 증가), 우리은행 4,448(1,448 증가), 우체국 19,020(57 증가)","110,253","8,705",252,"118,706",급여저축 등
국회,국회의원,김형동,배우자,예금,,"DB손해보험(주) 41,398(3,843 증가), 국민은행 3,715(2,211 증가), 신한은행 2,096(101 감소)","41,256","6,054",101,"47,209",
국회,국회의원,김형동,부,예금,,"DB손해보험(주) 20(20 증가), 농협중앙회 2,738(537 증가), 새마을금고중앙회 54(1 증가), 한화생명보험주식회사 0(13,200 감소)","15,454",558,"13,200","2,812",
국회,국회의원,김형동,모,예금,,"농협중앙회 57,675(34,470 증가), 삼성생명보험 17,900(25,235 감소), 우체국 0(7,008 감소)","73,348","40,864","38,637","75,575",
국회,국회의원,김형동,장남,예금,,"신한은행 7,273(960 증가)","6,313","2,059","1,099","7,273",
국회,국회의원,김형동,장녀,예금,,"신한은행 4,798(1,237 증가)","3,561","1,356",119,"4,798",
국회,국회의원,김형동,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협중앙회 117,866(111,497 증가)","6,369","111,497",0,"117,866",정치후원금 증가
국회,국회의원,김형동,본인,채무,,사인간채무 감소,"50,000",0,"50,000",0,급여 등으로 상환
국회,국회의원,김형동,본인,채무,금융채무,"(주)투게더앱스 0(110,000 감소), 농협중앙회 800,000, 수협중앙회 45,000(45,000 증가), 신용협동조합중앙회 65,000(65,000 증가), 신한은행 56,049(3,338 증가)","962,711","113,338","110,000","966,049",채무금융기관 변경 등
국회,국회의원,김형동,배우자,채무,,사인간채무,"90,000",0,0,"90,000",변동없음
국회,국회의원,김형동,부,채무,금융채무,"새마을금고중앙회 36,991(1,051 감소)","38,042",0,"1,051","36,991",일부 상환
국회,국회의원,김형동,총 계,채무,,,"1,527,407","60,087","-105,809","1,693,303","증감액: 165,896천원 (가액변동: 498천원)"
국회,국회의원,김희정,배우자,토지,임야,충청남도 당진시 송산면 당산리 422-14번지 738.00㎡,"20,295",0,74,"20,221",가액 변동
국회,국회의원,김희정,본인,건물,아파트,서울특별시 마포구 하중동 한강밤섬자이 건물 138.08㎡ 중 69.04㎡,"632,500","101,500",0,"734,000",가액 변동
국회,국회의원,김희정,본인,건물,아파트(전세(임 차)권),부산광역시 연제구 연산동 연산 자이 건물 159.83㎡,"150,000",0,0,"150,000",변동 없음
국회,국회의원,김희정,본인,건물,사무실(전세(임 차)권),"부산광역시 연제구 연산동 6층 대지 193.70㎡ 중 0.00㎡ 건물 1,509.30㎡ 중 157.08㎡","30,000",0,0,"30,000",변동 없음
국회,국회의원,김희정,본인,건물,아파트(전세(임 차)권),"서울특별시 서초구 반포동 반포자이아파트 건물 165.05㎡ 중 82.50㎡ (건물 총면적 165.05㎡ 증가, 지분면적 82.50㎡ 증가)",0,"1,175,000",0,"1,175,000",신규 전세 계약
국회,국회의원,김희정,배우자,건물,아파트,서울특별시 마포구 하중동 한강밤섬자이 건물 138.08㎡ 중 69.04㎡,"632,500","101,500",0,"734,000",가액 변동
국회,국회의원,김희정,배우자,건물,아파트(전세(임 차)권),"서울특별시 서초구 반포동 반포자이아파트 건물 165.05㎡ 중 82.50㎡ (건물 총면적 165.05㎡ 증가, 지분면적 82.50㎡ 증가)",0,"1,175,000",0,"1,175,000",신규 전세 계약
국회,국회의원,김희정,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2013년식 산타페 배기량(1,995cc)","6,710",0,370,"6,340",가액 변동
국회,국회의원,김희정,본인,예금,,"KB저축은행 19, NH투자증권 93,689(167,841 감소), 농협생명보험 73,050, 부산은행 3, 삼성생명보험 7,200, 삼성화재해상보험 31,800(2,400 증가), 새마을금고중앙회 31,752(26 증가), 신한라이프생명보험 54,564(140 증가), 에이비엘생명보험 60,191, 우리은행 4,210(22,726 감소), 유안타증권 0(6,447 감소)","550,926","2,566","197,014","356,478","매도 및 평가 금액 변동, 만기 인출, 급여 저축"
국회,국회의원,김희정,배우자,예금,,"(주)KB손해보험 50,737(773 증가), COMMERZ BANK 109,574(55,131 증가), Commerzbank 54,196(4,702 증가), NH투자증권 798,137(117,082 감소), 교보생명보험 123,000(194,000 감소), 국민은행 31,105(18,795 감소), 미래에셋생명보험 230,000, 스탠다드차타드은행 83,826(300,145 감소), 신한라이프생명보험 110,042(6,136 증가), 에이비엘생명보험 67,000(67,000 증가), 우리은행 147,581(147,581 증가), 한화생명보험주식회사 7,500(7,500 증가), 현대해상화재보험 8,074(1,163 증가)","2,160,808","417,028","757,064","1,820,772",
국회,국회의원,김희정,장녀,예금,,"스탠다드차타드은행 5,218(4 증가), 우리은행 15,732(5,221 증가)","15,725","5,225",0,"20,950",
국회,국회의원,김희정,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"새마을금고중앙회 56,857(54,233 증가)","2,624","54,233",0,"56,857",후원금 증가
국회,국회의원,김희정,본인,증권,국채,국고01125-3909(19-6) 0주,"539,228",0,"539,228",0,"매도, 주식 배당 및 주가 상승에 따른 가액 변동, 매수"
국회,국회의원,김희정,본인,증권,금융채,BNK캐피탈235-4 0주,"413,997",0,"413,997",0,
국회,국회의원,김희정,본인,증권,회사채,"디엔오토모티브6-1 0주, 현대제철132-2(녹) 0주","202,590",0,"202,590",0,
국회,국회의원,김희정,본인,증권,기타(채권),T1.37508/15/50 0주,0,"91,719",0,"91,719","매도, 주식 배당 및 주가 상승에 따른 가액 변동, 매수"
국회,국회의원,김희정,배우자,증권,상장주식,"고바이오랩 0주(1,000주 감소), 비나텍 4,244주(202주 증가)","120,557","189,946","5,360","305,143",
국회,국회의원,김희정,배우자,증권,회사채,신한금융지주138 0주,"331,503",0,"331,503",0,
국회,국회의원,김희정,배우자,증권,비상장주식,"엘지씨엔에스 0주(1,002주 감소)","28,829",0,"28,829",0,
국회,국회의원,김희정,본인,채무,건물임대채무,서울특별시 마포구 하중동 한강밤섬자이 임대보증금,"1,000,000",0,0,"1,000,000",변동 없음
국회,국회의원,김희정,배우자,채무,건물임대채무,서울특별시 마포구 하중동 한강밤섬자이 임대보증금,"50,000",0,0,"50,000",변동 없음
국회,국회의원,김희정,부,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,김희정,모,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,김희정,총 계,고지거부 및 등록제외사항,,,"4,788,792","3,313,717","2,476,029","5,626,480","증감액: 837,688천원 (가액변동: 202,556천원)"
국회,국회의원,나경원,배우자,토지,임야,"경기도 성남시 분당구 대장동 산 63-1번지 18,876.00㎡ 중 2,314.06㎡","62,016","1,157",0,"63,173",가액변동
국회,국회의원,나경원,본인,건물,근린생활시설,서울특별시 서초구 서초동 대지 269.30㎡ 중 67.33㎡ 건물 705.57㎡ 중 176.39㎡,"734,384","24,972",0,"759,356",가액변동
국회,국회의원,나경원,본인,건물,아파트,서울특별시 용산구 서빙고동 건물 210.25㎡ 중 105.13㎡,"1,332,500","172,500",0,"1,505,000",가액변동
국회,국회의원,나경원,본인,건물,아파트(전세(임 차)권),서울특별시 동작구 흑석동 아크로리버하임 건물 0.00㎡ (건물 53.96㎡ 감소),"680,000",0,"680,000",0,전세권 해지
국회,국회의원,나경원,본인,건물,사무실(전세(임 차)권),서울특별시 동작구 사당동 성보빌딩 건물 0.00㎡ (건물 181.31㎡ 감소),"100,000",0,"100,000",0,전세권 해지
국회,국회의원,나경원,본인,건물,연립주택,"서울특별시 중구 신당동 남산현대빌라 대지 0.00㎡ 중 0.00㎡건물 0.00㎡ 중 0.00㎡ (대지 지분면적 52.79㎡ 감소, 건물 지분면적 86.44㎡ 감소)","451,500",0,"451,500 (1,325,000)",0,매도
국회,국회의원,나경원,본인,건물,아파트(전세(임 차)권),서울특별시 동작구 흑석동 아크로리버하임 건물 19.63㎡ (건물 19.63㎡ 증가),0,"50,000",0,"50,000",임대차 계약
국회,국회의원,나경원,본인,건물,근린생활시설( 전세(임차)권),서울특별시 동작구 사당동 건물 216.50㎡ (건물 216.50㎡ 증가),0,"40,000",0,"40,000",임대차 계약
국회,국회의원,나경원,배우자,건물,근린생활시설,서울특별시 광진구 구의동 대지 25.26㎡ 중 2.93㎡ 건물 34.51㎡ 중 11.07㎡,"41,791",0,414,"41,377",가액변동
국회,국회의원,나경원,배우자,건물,아파트,서울특별시 용산구 서빙고동 건물 210.25㎡ 중 105.13㎡,"1,332,500","172,500",0,"1,505,000",가액변동
국회,국회의원,나경원,배우자,건물,연립주택,"서울특별시 중구 신당동 남산현대빌라 대지 0.00㎡ 중 0.00㎡건물 0.00㎡ 중 0.00㎡ (대지 지분면적 52.79㎡ 감소, 건물 지분면적 86.44㎡ 감소)","451,500",0,"451,500 (1,325,000)",0,매도
국회,국회의원,나경원,배우자,건물,근린생활시설,"서울특별시 동작구 흑석동 대지 159.00㎡ 중 79.50㎡ 건물 195.14㎡ 중 97.57㎡ (대지 지분면적 79.50㎡ 증가, 건물 지분면적 97.57㎡ 증가)",0,"1,100,000 (1,100,000)",0,"1,100,000",매입 (진행중)
국회,국회의원,나경원,장남,건물,근린생활시설,"서울특별시 동작구 흑석동 대지 159.00㎡ 중 39.75㎡ 건물 195.14㎡ 중 48.78㎡ (대지 지분면적 39.75㎡ 증가, 건물 지분면적 48.78㎡ 증가)",0,"550,000 (550,000)",0,"550,000",매입 (진행중)
국회,국회의원,나경원,장녀,건물,근린생활시설,"서울특별시 동작구 흑석동 대지 159.00㎡ 중 39.75㎡ 건물 195.14㎡ 중 48.78㎡ (대지 지분면적 39.75㎡ 증가, 건물 지분면적 48.78㎡ 증가)",0,"550,000 (550,000)",0,"550,000",매입 (진행중)
국회,국회의원,나경원,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2022년식 520i 배기량(1,998cc)","38,910",0,"2,800","36,110",가액변동
국회,국회의원,나경원,본인,예금,,"국민은행 246,016(28,909 증가), 농협은행 186,047(160,021 증가), 메리츠종금증권 6, 삼성화재해상보험 4,827(635 증가), 새마을금고중앙회 47,586(34,032 감소), 신용협동조합중앙회 33,564, 신한은행 801,710(714,319 증가), 우리은행 7,817(79,132 감소), 케이뱅크 1,000(1,000 증가)","536,853","921,493","129,773","1,328,573",급여저축 및 생활비 지출 등
국회,국회의원,나경원,배우자,예금,,"메리츠종금증권 8, 신한라이프생명보험 31,680, 신한은행 126,985(2,957 증가), 신한투자증권 100(100 증가), 우체국 10,017(201 증가)","165,532","22,075","18,817","168,790",
국회,국회의원,나경원,장남,예금,,"Bank of America 12,685(1,615 감소), KB라이프생명보험 25,176, 신한은행 190,785(74,401 감소), 신한투자증권 70,262(16,064 증가), 우리은행 12,013, 주식회사 카카오뱅크 45(577 감소), 한화투자증권 233(84 증가)","371,644","104,487","164,932","311,199",
국회,국회의원,나경원,장녀,예금,,"신한라이프생명보험 0(30,000 감소), 신한은행 80,000(10,823 증가), 신한투자증권 0(616 감소), 우리은행 37,356(8,953 감소)","146,102","79,838","108,584","117,356",급여저축 및 생활비 지출 등
국회,국회의원,나경원,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 47,077(26,450 감소)","73,527",0,"26,450","47,077",의정활동 지출
국회,국회의원,나경원,배우자,증권,기타(채권),"USDRP자동매수전용상품 0주, 미국국채 0주(68,000주 감소)","48,682",0,"48,682",0,매도 등
국회,국회의원,나경원,장남,증권,상장주식,"LG전자 4주, NAVER 3주, 넷마블 4주, 셀트리온 3주, 아모레퍼시픽 4주, 엔씨소프트 1주, 카카오 24주, 한국콜마 16주","4,097",879,32,"4,944",
국회,국회의원,나경원,장녀,증권,국채,"국고채권 0주(27,383주 감소)","27,383",0,"27,383",0,
국회,국회의원,나경원,본인,채권,,사인간채권 증가,0,"430,000",0,"430,000",
국회,국회의원,나경원,본인,채무,금융채무,"우리은행 200,000","200,000",0,0,"200,000",
국회,국회의원,나경원,본인,채무,건물임대채무,서울특별시 중구 신당동 임대보증금 감소,"100,000",0,"100,000",0,
국회,국회의원,나경원,본인,채무,건물임대채무,서울특별시 서초구 서초동 임대보증금,"38,750",0,0,"38,750",
국회,국회의원,나경원,배우자,채무,,사인간채무 증가,"100,000","50,000",0,"150,000",
국회,국회의원,나경원,배우자,채무,금융채무,"신한은행 8,369(219,101 감소)","227,470",0,"219,101","8,369",
