소속,직위,성명,본인과의 관계,재산 구분,재산의 종류,소재지 면적 등 권리의 명세,종전가액(천원),증가액(천원),감소액(천원),현재가액(천원),변동사유
국회,국회의원,한지아,본인,건물,아파트,서울특별시 서초구 서초동 삼풍아파트 건물 163.81㎡ 중 81.90㎡,"1,263,500","50,000",0,"1,313,500",가액변동
국회,국회의원,한지아,본인,건물,근린생활시설,"서울특별시 서초구 서초동 대지 47.04㎡ 중 23.52㎡ 건물 224.94㎡ 중 112.47㎡ (대지 지분면적 23.52㎡ 증가, 건물 지분면적 112.47㎡ 증가)",0,"1,275,000 (1,275,000)",0,"1,275,000",신규매입
국회,국회의원,한지아,배우자,건물,아파트,서울특별시 서초구 서초동 삼풍아파트 건물 163.81㎡ 중 81.90㎡,"1,263,500","50,000",0,"1,313,500",가액변동
국회,국회의원,한지아,배우자,건물,근린생활시설,"서울특별시 서초구 서초동 대지 47.04㎡ 중 23.52㎡ 건물 224.94㎡ 중 112.47㎡ (대지 지분면적 23.52㎡ 증가, 건물 지분면적 112.47㎡ 증가)",0,"1,275,000 (1,275,000)",0,"1,275,000",신규매입
국회,국회의원,한지아,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2025년식 G80 배기량(2,497cc)","65,894",0,"12,104","53,790",가액변동
국회,국회의원,한지아,본인,예금,,"(주)카카오페이증권 234(234 증가), 농협은행 4,599(866 감소), 메리츠화재해상보험(보험) 7,763(856 증가), 신한은행 1,724(13,017 감소), 우리은행 157,810(1,273,369 감소), 중소기업은행 242(1 증가)","1,458,533","143,404","1,429,565","172,372",급여 저축 및 생활비 지출 등
국회,국회의원,한지아,배우자,예금,,"(주)KB손해보험 59,364(3,958 증가), SBI저축은행 44,000, 메리츠화재해상보험(보험) 10,275(937 증가), 삼성증권 25,257(153,515 감소), 신용협동조합중앙회 4,440(360 증가), 우리은행 603,983(417,515 감소), 한국교직원공제회 159,076(24,635 증가)","1,447,535","640,891","1,182,031","906,395",
국회,국회의원,한지아,장남,예금,,"(주)KEB하나은행 14,569, 삼성증권 238(495 감소), 신한은행 580, 토스뱅크(주) 418(418 증가)","15,882",418,495,"15,805",
국회,국회의원,한지아,장녀,예금,,"(주)KEB하나은행 13,904, 국민은행 18(18 증가), 삼성증권 846(108 증가), 신한은행 1,743(1 증가), 토스뱅크(주) 586(586 증가)","16,384",713,0,"17,097",
국회,국회의원,한지아,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 53,251(21,921 증가)","31,330","21,921",0,"53,251",정치 후원금 증가
국회,국회의원,한지아,배우자,증권,상장주식,"LG에너지솔루션 10주, LG화학 25주, 마이크로소프트 4주, 메타플랫폼스 37주, 버진갤럭틱홀딩스 2주, 애플 20주(20주 증가), 엔비디아 220주(100주 증가), 테슬라 18주, 한화갤러리아 304주, 한화갤러리아우 2주, 한화솔루션 269주, 한화솔루션우 1주, 현대차2우B 10주","85,945","52,795",8,"138,732",매매 및 평가액 변동
국회,국회의원,한지아,장남,증권,상장주식,"마이크로소프트 20주, 애플 2주(2주 증가), 엔비디아 400주, 월트디즈니 19주, 텔라닥헬스 19주","96,688","29,113",70,"125,731",
국회,국회의원,한지아,장녀,증권,상장주식,"마이크로소프트 20주, 엔비디아 400주, 월트디즈니 19주, 텔라닥헬스 19주","96,688","28,330",70,"124,948",
국회,국회의원,한지아,본인,채무,건물임대채무,서울특별시 서초구 서초동 임대보증금 증가,0,"50,000",0,"50,000",신규추가
국회,국회의원,한지아,본인,채무,건물임대채무,서울특별시 양천구 신정동 임대보증금,"16,250",0,0,"16,250",변동없음
국회,국회의원,한지아,배우자,채무,금융채무,"우리은행 532,000(532,000 증가)",0,"532,000",0,"532,000",근린생활시설 매입
국회,국회의원,한지아,배우자,채무,건물임대채무,서울특별시 서초구 서초동 임대보증금 증가,0,"50,000",0,"50,000",신규추가
국회,국회의원,한지아,부,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,한지아,모,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,한지아,총 계,고지거부 및 등록제외사항,,,"6,277,701","2,944,257","2,624,343","6,597,615","증감액: 319,914천원 (가액변동: 163,090천원)"
국회,국회의원,한창민,배우자,건물,아파트,대전광역시 동구 용운동 삼정하이츠타운 건물 72.42㎡,"83,800",0,700,"83,100",가액변동
국회,국회의원,한창민,배우자,건물,복합건물(주택+ 상가)(전세(임 차)권),대전광역시 동구 성남동 건물 148.83㎡,"30,000",0,0,"30,000",변동사항 없음
국회,국회의원,한창민,본인,예금,,"(주)KEB하나은행 17,176(9,624 증가), 국민은행 928(383 증가), 농협은행 19,778(1,868 감소), 농협중앙회 1, 삼성화재해상보험 6,072(742 증가), 우리은행 9, 우체국 0(49 감소)","35,132","14,957","6,125","43,964","급여 등 수입의 증가 및 생활비 등 지출의 증가, 예금 및 보험의 신규 가입 및 기존 계약 철회"
국회,국회의원,한창민,배우자,예금,,"(주)KB손해보험 400(2,350 감소), (주)KEB하나은행 31,241(7,706 증가), DB손해보험(주) 12,780(2,012 증가), 농협은행 1, 롯데손해보험 32,151(5,945 증가), 메리츠화재해상보험(보험) 2,056(188 증가)","65,128","16,251","2,750","78,629",
국회,국회의원,한창민,모,예금,,"농협중앙회 3, 새마을금고중앙회 5,584(5,449 증가), 우체국 841(1 증가)",978,"5,450",0,"6,428",
국회,국회의원,한창민,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 181,055(73,803 증가)","107,252","73,803",0,"181,055",정치후원금으로 인한 정치자금 증가
국회,국회의원,한창민,본인,채무,금융채무,"(주)KEB하나은행 8,436(10,681 감소), 농협은행 50,000","69,117",0,"10,681","58,436",금융채무 상환
국회,국회의원,한창민,배우자,채무,금융채무,"(주)KEB하나은행 141,859(32,418 감소), 메리츠캐피탈 9,272(9,272 증가), 메리츠화재해상보험(보험) 1,000","175,277","9,272","32,418","152,131",금융채무 상환 및 신규 금융채무 설정
국회,국회의원,한창민,총 계,채무,,,"77,896","101,189","-33,524","212,609","증감액: 134,713천원 (가액변동: -700천원)"
국회,국회의원,허성무,본인,토지,전,경상남도 창원시 마산합포구 진전면 양촌리 693번지 387.00㎡,"32,353",194,0,"32,547",
국회,국회의원,허성무,본인,건물,아파트(전세(임 차)권),서울특별시 마포구 상암동 상암 월드컵파크 4단지 건물 441.16㎡,"680,000",0,0,"680,000",
국회,국회의원,허성무,본인,건물,아파트,경상남도 창원시 성산구 상남동 대동아파트 건물 132.18㎡,"317,000",0,"4,000","313,000",
국회,국회의원,허성무,본인,건물,근린생활시설,경상남도 창원시 성산구 상남동 상남프라자 대지 65.70㎡ 건물 297.53㎡,"444,252",0,"5,858","438,394",
국회,국회의원,허성무,본인,건물,교육연구 및 복지시설,경상남도 창원시 성산구 상남동 상남프라자 대지 65.70㎡ 건물 297.53㎡,"424,735",0,"5,160","419,575",
국회,국회의원,허성무,본인,건물,근린생활시설,경상남도 창원시 성산구 상남동 상남프라자 대지 65.70㎡ 건물 297.53㎡,"427,802",0,"5,160","422,642",
국회,국회의원,허성무,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2015년식 아슬란G300 배기량(2,999cc)",696,"5,504",0,"6,200",
국회,국회의원,허성무,장남,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2020년식 QM6 배기량(1,997cc)","1,375","10,505",0,"11,880",
국회,국회의원,허성무,본인,예금,,"(주)KB손해보험 48,697(42,231 감소), (주)KEB하나은행 206,969(1,861 증가), AIA생명보험주식회사 27,976, DB생명보험(주) 7,116(5,136 감소), 경남은행 37(24 증가), 국민은행 107, 농협은행 7,602(1,590 감소), 농협중앙회 1,234(1,234 증가), 신한라이프생명보험 57,782(63,284 감소), 신한은행 160,797(104,734 증가), 에이비엘생명보험 6,000(6,000 증가), 하나증권 4, 한국투자증권 1","522,710","115,683","114,071","524,322",급여저축 및 생활비 지출 등
국회,국회의원,허성무,배우자,예금,,"(주)KEB하나은행 124,749(47,682 증가), BNP파리바카디프생명보험 0(20,000 감소), 경남은행 274(200 감소), 농협생명보험 5,206, 새마을금고중앙회 20,000(20,000 감소), 신용협동조합중앙회 30,105(1 증가), 에이비엘생명보험 50,000, 주식회사 아이엠라이프생명보험 30,000, 하나증권 14,782(14,734 증가), 현대해상화재보험 6,968(1,178 증가)","258,689","183,913","160,518","282,084",
국회,국회의원,허성무,장남,예금,,"(주)KB손해보험 0(430 감소), (주)KEB하나은행 5,000, 경남은행 2, 농협은행 23,809(7,919 증가), 주식회사 카카오뱅크 12,584(7,584 증가), 토스뱅크(주) 10(590 감소), 토스증권(주) 303(1,212 감소)","28,437","20,994","7,723","41,708",
국회,국회의원,허성무,장녀,예금,,"(주)KEB하나은행 1,000(2 감소), 경남은행 0(225 감소), 국민은행 6,003(423 증가), 주식회사 카카오뱅크 100(745 감소), 케이뱅크 1, 토스뱅크(주) 308(8 증가), 한화손해보험 0(11,400 감소)","19,353",771,"12,712","7,412",
국회,국회의원,허성무,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"경남은행 184,664(118,978 증가)","65,686","118,978",0,"184,664",정치자금 후원금 입금으로 인한 증가
국회,국회의원,허성무,배우자,증권,상장주식,"DGB금융지주 0주(410주 감소), GS우 130주(130주 증가), LG화학 0주(4주 감소), 기업은행 455주(153주 감소), 삼성전자 0주(180주 감소), 현대차우 20주(20주 증가)","22,641","19,905","22,641","19,905",매매
국회,국회의원,허성무,본인,채무,금융채무,"신한은행 300,000","300,000",0,0,"300,000",
국회,국회의원,허성무,본인,채무,건물임대채무,경상남도 창원시 성산구 상남동 상남프라자 3건 임대보증금,"180,000",0,0,"180,000",
국회,국회의원,허성무,장남,가상자산,,"가스 0.00283259개, 에이피이앤에프티 112,066.29807692개",0,0,0,0,변동 없음
국회,국회의원,허성무,총 계,가상자산,,,"2,765,729","476,447","337,843","2,904,333","증감액: 138,604천원 (가액변동: -3,975천원)"
국회,국회의원,허영,본인,토지,대지,강원특별자치도 춘천시 조양동 6-392번지 11.00㎡ 중 5.50㎡,"1,785",0,0,"1,785",가액변동 없음
국회,국회의원,허영,배우자,토지,대지,강원특별자치도 춘천시 조양동 6-392번지 11.00㎡ 중 5.50㎡,"1,785",0,0,"1,785",가액변동 없음
국회,국회의원,허영,부,토지,대지,강원특별자치도 양구군 양구읍 상리 206-91번지 216.00㎡,"102,889","1,392",0,"104,281",가액변동
국회,국회의원,허영,부,토지,대지,강원특별자치도 양구군 양구읍 상리 605-11번지 188.40㎡,"45,687","1,017",0,"46,704",가액변동
국회,국회의원,허영,부,토지,대지,강원특별자치도 양구군 양구읍 상리 605-12번지 263.00㎡,"65,776","1,446",0,"67,222",가액변동
국회,국회의원,허영,부,토지,대지,강원특별자치도 양구군 양구읍 상리 605-17번지 262.60㎡,"65,676","1,444",0,"67,120",가액변동
국회,국회의원,허영,본인,건물,근린생활시설( 전세(임차)권),강원특별자치도 춘천시 퇴계동 동 소재지 2층 우측(도로기준) 건물 154.00㎡,"20,000",0,0,"20,000",변동 없음
국회,국회의원,허영,본인,건물,복합건물(주택+ 상가),강원특별자치도 춘천시 조양동 대지 253.00㎡ 중 126.50㎡ 건물 457.10㎡ 중 228.55㎡,"593,215",0,0,"593,215",가액변동 없음
국회,국회의원,허영,배우자,건물,복합건물(주택+ 상가),강원특별자치도 춘천시 조양동 대지 253.00㎡ 중 126.50㎡ 건물 457.10㎡ 중 228.55㎡,"593,215",0,0,"593,215",가액변동 없음
국회,국회의원,허영,모,건물,단독주택,강원특별자치도 양구군 양구읍 상리 건물 194.35㎡,"58,110",0,"3,392","54,718",가액변동
국회,국회의원,허영,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2013년식 K3 배기량(1,591cc)","1,150",0,25,"1,125",가액변동
국회,국회의원,허영,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2022년식 GV70 배기량(2,497cc)",409,0,64,345,가액변동
국회,국회의원,허영,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2013년식 K3 배기량(1,591cc)","1,120",5,0,"1,125",가액변동
국회,국회의원,허영,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2022년식 GV70 배기량(2,497cc)","40,481",0,"6,277","34,204",가액변동
국회,국회의원,허영,본인,예금,,"(주)KB손해보험 1,375(300 증가), (주)KEB하나은행 22, 농협은행 7,026(8,834 감소), 삼성생명보험 60,603(2,950 증가), 신용협동조합중앙회 70, 신한은행 21, 주식회사 카카오뱅크 35(60 감소), 케이디비생명보험 16,550(1,602 증가)","89,744","5,109","9,151","85,702",급여저축 및 생활자금 변동
국회,국회의원,허영,배우자,예금,,"DB손해보험(주) 0(1,014 감소), MG손해보험(주) 0(8,182 감소), 교보생명보험 9,940(954 증가), 롯데손해보험 326(301 증가), 메리츠화재해상보험(보험) 1,015(554 증가), 미래에셋증권 6, 삼성생명보험 50,923(2,272 감소), 삼성증권 33, 새마을금고중앙회 41(4,212 감소), 신용협동조합중앙회 70,066(5,543 감소), 신한라이프생명보험 78,662(6,089 증가), 신한은행 4,790(14,980 감소), 신한투자증권 15, 예별손해보험 9,036(9,036 증가), 주식회사 카카오뱅크 166(166 증가), 한화생명보험주식회사 27,612(5,526 증가), 흥국생명보험 22,475(1,595 증가), 흥국화재해상보험(주) 0(3,564 감소)","290,652","45,276","60,822","275,106",
국회,국회의원,허영,부,예금,,"농협은행 4,743(1,806 증가), 농협중앙회 44,135(1,643 증가), 새마을금고중앙회 3,236(80 증가)","48,585","46,021","42,492","52,114",
국회,국회의원,허영,모,예금,,"농협손해보험 400(400 증가), 농협중앙회 143,835(4,013 감소), 산림조합중앙회 40,000, 삼성화재해상보험 8,107(1,308 증가), 새마을금고중앙회 3,238(79 증가), 신용협동조합중앙회 99(4 증가), 우체국 22,439(1,002 감소)","221,342","179,476","182,700","218,118",급여저축 및 생활자금 변동
국회,국회의원,허영,장남,예금,,"롯데손해보험 1,656(1,429 증가), 신한은행 7(458 감소)",692,"1,429",458,"1,663",
국회,국회의원,허영,장녀,예금,,"농협중앙회 123(123 증가), 스탠다드차타드은행 18, 신한은행 320, 한화손해보험 1,490(1,280 증가)",548,"1,403",0,"1,951",
국회,국회의원,허영,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 208,464(84,275 증가)","124,189","84,275",0,"208,464",후원금 변동
국회,국회의원,허영,배우자,증권,상장주식,흥국화재 37주,135,0,3,132,평가액 변동
국회,국회의원,허영,본인,채권,,사인간채권,"65,080",0,0,"65,080",변동 없음
국회,국회의원,허영,본인,채무,건물임대채무,강원특별자치도 춘천시 조양동 임대보증금,"159,500","5,000","5,000","159,500",임대차 계약 변경
국회,국회의원,허영,배우자,채무,금융채무,"새마을금고중앙회 400,000, 신한라이프생명보험 1,000(1,000 증가)","400,000","1,000",0,"401,000",생활자금
국회,국회의원,허영,배우자,채무,건물임대채무,강원특별자치도 춘천시 조양동 임대보증금,"159,500","5,000","5,000","159,500",임대차 계약 변경
국회,국회의원,허영,총 계,채무,,,"1,713,265","357,293","295,384","1,775,174","증감액: 61,909천원 (가액변동: -4,457천원)"
국회,국회의원,허종식,모,토지,전,전라남도 완도군 군외면 당인리 15-5번지 84.00㎡,490,4,0,494,
국회,국회의원,허종식,모,토지,전,전라남도 완도군 군외면 당인리 15-6번지 208.00㎡,"1,214",11,0,"1,225",
국회,국회의원,허종식,모,토지,전,"전라남도 완도군 군외면 당인리 92-6번지 1,415.00㎡","9,706",71,0,"9,777",
국회,국회의원,허종식,본인,건물,아파트,인천광역시 미추홀구 주안동 휴먼빌아파트 건물 84.97㎡,"159,000","2,000",0,"161,000",
국회,국회의원,허종식,모,건물,단독주택,전라남도 완도군 군외면 당인리 대지 298.00㎡ 건물 103.10㎡,"10,000",500,0,"10,500",
국회,국회의원,허종식,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2009년식 NF소나타 배기량(1,997cc)","2,390",0,420,"1,970",
국회,국회의원,허종식,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2019년식 코란도 배기량(1,497cc)","9,850",0,"1,260","8,590",
국회,국회의원,허종식,본인,예금,,"(주)KEB하나은행 648,571(81,638 증가), DB생명보험(주) 2,858(1,806 증가), 국민은행 136, 농협은행 5, 동양생명보험 32,768, 새마을금고중앙회 51, 우리은행 5","600,950","83,444",0,"684,394",근로소득 및 사업소득
국회,국회의원,허종식,모,예금,,"농협중앙회 2,876(750 증가), 우체국 11,462(7,669 증가)","5,919","8,844",425,"14,338",근로소득 및 사업소득
국회,국회의원,허종식,차남,예금,,"(주)KEB하나은행 5,570(350 증가), NH투자증권 43,134(43,134 증가), 동양생명보험 10,566, 메리츠화재해상보험(보험) 7,283(583 증가), 신한은행 402(545 감소), 신한저축은행 5,000(77,003 감소), 신한투자증권 0(14 감소), 우리은행 1, 한화손해보험 160(160 증가)","105,451","44,227","77,562","72,116",
국회,국회의원,허종식,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"새마을금고중앙회 27,012(16,962 증가)","10,050","16,962",0,"27,012",후원금 증가
국회,국회의원,허종식,장남,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,허종식,총 계,고지거부 및 등록제외사항,,,"915,020","156,063","79,667","991,416","증감액: 76,396천원 (가액변동: 906천원)"
국회,국회의원,홍기원,모,토지,임야,"전라남도 나주시 다도면 신동리 26-1번지 1,066.00㎡","6,854",11,0,"6,865",가액변동
국회,국회의원,홍기원,본인,건물,아파트(전세(임 차)권),경기도 평택시 서정동 평택 롯데캐슬 건물 118.31㎡,"262,500",0,0,"262,500",
국회,국회의원,홍기원,본인,건물,상가(전세(임차 )권),경기도 평택시 서정동 건물 274.00㎡ 중 83.00㎡,"20,000",0,0,"20,000",
국회,국회의원,홍기원,배우자,건물,아파트,경기도 과천시 별양동 건물 84.96㎡,"1,215,000",0,0,"1,215,000",
국회,국회의원,홍기원,모,건물,아파트,서울특별시 성동구 행당동 신동아아파트 건물 76.41㎡,"515,000","69,000",0,"584,000",가액변동
국회,국회의원,홍기원,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2017년식 그랜저 배기량(2,400cc)","12,760",0,"1,670","11,090",가액변동
국회,국회의원,홍기원,본인,예금,,"(주)DB저축은행 7, 농협은행 226,271(51,437 증가), 새마을금고중앙회 6,664(9 증가), 신용협동조합중앙회 12,983(7,240 증가), 신용협동조합중앙회 신용공제사업부 6,153(10,884 감소), 신한투자증권 5","204,281","178,812","131,010","252,083",입출금 및 적금
국회,국회의원,홍기원,배우자,예금,,"국민은행 0(50 감소), 농협은행 154,726(40,651 증가), 수협은행 51,626(1,626 증가), 우리은행 38,742(13,608 증가), 중소기업은행 63","189,322","191,885","136,050","245,157",입출금 및 적금
국회,국회의원,홍기원,모,예금,,"새마을금고중앙회 40,000(40,000 증가), 신한은행 13,018(32,265 감소)","45,283","52,735","45,000","53,018",
국회,국회의원,홍기원,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 65,160(2,127 감소)","67,287",0,"2,127","65,160",의정활동 지출
국회,국회의원,홍기원,본인,채권,,사인간채권,"10,000",0,0,"10,000",
국회,국회의원,홍기원,배우자,채무,건물임대채무,경기도 과천시 별양동 임대보증금,"100,000",0,0,"100,000",
국회,국회의원,홍기원,장남,고지거부 및 등록제외사항,,고지거부,0,0,0,0,독립생계유지
국회,국회의원,홍기원,장녀,고지거부 및 등록제외사항,,고지거부,"58,807",0,"58,807",0,독립생계유지
국회,국회의원,홍기원,총 계,고지거부 및 등록제외사항,,,"2,507,094","492,443","374,664","2,624,873","증감액: 117,779천원 (가액변동: 67,341천원)"
국회,국회의원,황명선,본인,건물,아파트,충청남도 논산시 내동 리벤하임아파트 건물 84.59㎡,"210,000",0,"4,000","206,000",
국회,국회의원,황명선,장녀,건물,아파트(전세(임 차)권),서울특별시 서대문구 충정로3가 더스타일하우스디센트럴 건물 36.20㎡ 중 18.10㎡,"38,600",0,0,"38,600",
국회,국회의원,황명선,배우자,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2008년식 제네시스 330 배기량(3,342cc)","5,000",0,"1,320","3,680",
국회,국회의원,황명선,본인,예금,,"국민은행 442(12 증가), 농협은행 38,635(7,253 감소), 신용협동조합중앙회 12, 신한라이프생명보험 33,800(925 감소), 신한은행 28, 우리은행 607(173 증가), 우체국 29,069(14,913 증가), 흥국화재해상보험(주) 7,612(407 증가)","102,878","16,355","9,028","110,205",급여저축 및 생활비 지출 등
국회,국회의원,황명선,배우자,예금,,"DB손해보험(주) 10,764(896 증가), 국민은행 5,749(5,703 증가), 부국증권 3, 삼성화재해상보험 929(203 증가), 신한라이프생명보험 32,565(1,453 증가), 씨티은행 4,001(7,625 감소), 에이스아메리칸화재해상보험 3,389(410 증가), 주식회사 카카오뱅크 45,130(13,700 증가), 토스증권(주) 5(5 증가), 현대해상화재보험 11,815(1,818 증가), 흥국화재해상보험(주) 7,572(567 증가)","104,792","24,771","7,641","121,922",
국회,국회의원,황명선,장녀,예금,,"(주)카카오페이증권 41(39 증가), 농협은행 576(7 증가), 새마을금고중앙회 148(1 증가), 우리은행 4,887(2,863 증가), 주식회사 카카오뱅크 14(1 증가), 한국투자증권 7","2,762","4,661","1,750","5,673",급여저축 및 생활비 지출 등
국회,국회의원,황명선,차녀,예금,,"(주)카카오페이증권 0(4 감소), 국민은행 97(97 증가), 농협은행 521, 새마을금고중앙회 4,537(4 증가), 우리은행 11,205(8,403 증가), 주식회사 카카오뱅크 1,439(834 증가), 토스뱅크(주) 0(2 감소)","8,467","9,813",481,"17,799",
국회,국회의원,황명선,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"우체국 84,708(9,746 증가)","74,962","9,746",0,"84,708",후원금 증가
국회,국회의원,황명선,장녀,증권,상장주식,"쇼피파이 0주(0.03046주 감소), 테슬라 0주(0.006417주 감소)",7,0,7,0,매도
국회,국회의원,황명선,차녀,증권,상장주식,휴림로봇 0주(1주 감소),1,0,1,0,
국회,국회의원,황명선,본인,채무,금융채무,"우리은행 31,562(2,979 감소)","34,541",0,"2,979","31,562",
국회,국회의원,황명선,총 계,채무,,,"512,928","65,346","21,249","557,025","증감액: 44,097천원 (가액변동: -5,320천원)"
국회,국회의원,황운하,본인,건물,아파트,서울특별시 강동구 암사동 프라이어팰리스 건물 84.99㎡,"773,000","78,000",0,"851,000",공시가격 변동
국회,국회의원,황운하,본인,건물,아파트(전세(임 차)권),대전광역시 중구 오류동 삼성아파트 건물 84.94㎡,"20,000",0,0,"20,000",변동없음
국회,국회의원,황운하,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,"2023년식 그랜저 하이브리드 배기량(1,598cc)","30,390",0,"3,688","26,702",가액변동
국회,국회의원,황운하,본인,예금,,"(주)KEB하나은행 65, KB증권 78,417(78,417 증가), 국민은행 161,422(10,564 감소), 농협은행 28,761(32,164 감소), 농협중앙회 13(5 증가), 미래에셋생명보험 1(17,999 감소), 삼성생명보험 14,520, 삼성증권 4,271(4,259 증가), 삼성화재해상보험 33,095(3,982 증가), 신용협동조합중앙회 410(6 증가), 신한라이프생명보험 28,548, 신한은행 263, 주식회사 카카오뱅크 20(385 감소), 하나생명보험 1,653(40,347 감소), 한국투자증권 1, 한화생명보험주식회사 8,179(1,821 감소), 한화투자증권 13, 흥국생명보험 19,390(4,610 감소)","400,263","164,016","185,237","379,042",급여저축 및 생활비 지출
국회,국회의원,황운하,배우자,예금,,"(주)KEB하나은행 9,811(3,755 감소), 미래에셋증권 0(3,019 감소), 삼성생명보험 49,798(293 증가), 삼성증권 101(2 증가), 삼성화재해상보험 430(120 증가), 우리은행 8,353(4,891 감소), 토스증권(주) 6,139(6,139 증가), 한국산업은행 446(2,555 감소), 한화손해보험 294(294 증가), 한화투자증권 164","82,908","16,687","24,059","75,536",급여저축 및 생활비 지출
국회,국회의원,황운하,본인,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,,"농협은행 112,982(44,506 증가)","68,476","44,506",0,"112,982",의정활동 수입 및 지출로 인한 변동
국회,국회의원,황운하,배우자,증권,상장주식,애플 0주(0.00535주 감소),2,0,2,0,
국회,국회의원,황운하,총 계,증권,,,"1,375,039","303,209","212,986","1,465,262","증감액: 90,223천원 (가액변동: 74,312천원)"
국회,국회의원,황정아,부,토지,전,"전라남도 여수시 남면 안도리 118번지 1,388.00㎡","4,802",153,0,"4,955",
국회,국회의원,황정아,부,토지,전,전라남도 여수시 남면 안도리 119번지 387.00㎡,"1,339",42,0,"1,381",
국회,국회의원,황정아,부,토지,전,전라남도 여수시 남면 안도리 189번지 664.00㎡,"3,639",105,0,"3,744",
국회,국회의원,황정아,부,토지,임야,"전라남도 여수시 남면 안도리 191-1번지 4,493.00㎡","22,600",718,0,"23,318",
국회,국회의원,황정아,부,토지,전,전라남도 여수시 남면 안도리 827번지 112.00㎡,"2,957",33,0,"2,990",
국회,국회의원,황정아,부,토지,전,전라남도 여수시 남면 안도리 190번지 582.00㎡,"3,189",93,0,"3,282",
국회,국회의원,황정아,본인,건물,아파트,"대전광역시 서구 둔산동 국화아파트 건물 0.00㎡ 중 0.00㎡ (건물 총면적 165.60㎡ 감소, 지분면적 82.80㎡ 감소)","343,500",0,"343,500 (500,000)",0,
국회,국회의원,황정아,본인,건물,아파트,"대전광역시 유성구 송강동 송강마을아파트 건물 0.00㎡ 중 0.00㎡ (건물 총면적 49.50㎡ 감소, 지분면적 24.75㎡ 감소)","41,500",0,"41,500 (33,100)",0,
국회,국회의원,황정아,본인,건물,사무실(전세(임 차)권),대전광역시 유성구 지족동 옥타브상가 건물 143.37㎡,"30,000",0,0,"30,000",
국회,국회의원,황정아,본인,건물,아파트,"대전광역시 유성구 지족동 반석마을아파트3단지 건물 113.96㎡ 중 56.98㎡ (건물 총면적 113.96㎡ 증가, 지분면적 56.98㎡ 증가)",0,"354,500 (354,500)",0,"354,500",
국회,국회의원,황정아,배우자,건물,아파트,"대전광역시 서구 둔산동 국화아파트 건물 0.00㎡ 중 0.00㎡ (건물 총면적 165.60㎡ 감소, 지분면적 82.80㎡ 감소)","343,500",0,"343,500 (500,000)",0,
국회,국회의원,황정아,배우자,건물,아파트,"대전광역시 유성구 송강동 송강마을아파트 건물 0.00㎡ 중 0.00㎡ (건물 총면적 49.50㎡ 감소, 지분면적 24.75㎡ 감소)","41,500",0,"41,500 (33,100)",0,
국회,국회의원,황정아,배우자,건물,아파트,"대전광역시 유성구 지족동 반석마을아파트3단지 건물 113.96㎡ 중 56.98㎡ (건물 총면적 113.96㎡ 증가, 지분면적 56.98㎡ 증가)",0,"354,500 (354,500)",0,"354,500",
국회,국회의원,황정아,부,건물,아파트,"대전광역시 유성구 송강동 송강마을아파트 건물 49.50㎡ 중 49.50㎡ (건물 총면적 49.50㎡ 증가, 지분면적 49.50㎡ 증가)",0,"66,200",0,"66,200",
국회,국회의원,황정아,본인,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,자동차,2020년식 모델3 Long Range 배기량(0cc),"34,230",0,"8,150","26,080",
